country,age,tenure,balance,products_number,active_member,churn
Spain,36,10,0.0,2,1,0
France,29,9,0.0,2,0,0
Germany,42,4,97495.8,2,0,0
France,42,3,0.0,2,0,0
Spain,33,5,127343.4,1,1,0
Spain,50,0,158633.61,1,0,0
France,55,9,0.0,1,0,0
Spain,69,9,183744.98,1,1,0
France,44,6,0.0,2,1,0
Spain,46,9,0.0,1,0,0
France,31,7,79962.92,2,0,0
France,36,10,0.0,2,1,0
France,36,4,0.0,2,1,0
France,33,7,140956.99,1,0,0
Spain,43,6,0.0,1,1,0
France,29,7,0.0,2,1,1
Spain,30,8,145241.63,1,1,0
Germany,31,7,138008.06,2,0,0
France,31,4,0.0,2,1,0
France,39,2,0.0,2,1,0
France,37,2,0.0,2,0,0
Spain,38,9,0.0,1,0,0
France,34,7,0.0,2,0,0
Spain,29,9,127570.93,2,0,0
France,28,6,0.0,1,1,0
Spain,27,5,107812.67,1,1,1
Germany,22,7,91560.58,2,0,0
Germany,34,6,121303.77,2,1,0
Spain,43,8,161546.68,2,1,0
Spain,35,5,128415.45,1,0,0
France,31,2,57530.06,1,1,1
France,38,1,0.0,2,1,0
France,28,4,142243.54,2,0,0
Germany,39,9,138341.51,1,0,1
France,32,9,0.0,2,0,0
France,30,2,0.0,2,1,1
Spain,30,4,0.0,3,0,0
Spain,41,5,146466.46,2,0,0
Spain,36,5,0.0,2,0,0
France,58,1,0.0,1,1,0
France,39,8,0.0,2,1,0
Spain,29,9,120307.58,1,1,0
France,27,4,87637.26,2,0,0
Spain,38,2,94652.04,1,1,0
France,22,7,114415.84,1,1,0
France,71,8,0.0,2,1,0
France,40,1,84315.02,1,0,0
Spain,27,3,0.0,2,0,0
Germany,42,9,93955.83,2,0,0
France,36,1,67087.69,1,0,0
Germany,22,6,101528.61,1,0,1
Germany,30,1,110824.52,1,1,0
France,33,8,0.0,1,1,0
France,28,8,179960.2,1,0,0
France,38,3,134006.77,1,0,0
Germany,37,10,121532.17,2,1,0
Spain,38,7,0.0,2,1,0
Spain,38,2,0.0,1,1,0
France,35,7,129717.3,2,0,0
Germany,22,4,94762.16,2,1,0
Germany,55,5,155196.17,1,1,1
Germany,29,4,129514.99,1,1,0
Germany,57,3,113386.36,2,1,1
France,24,3,0.0,1,1,1
Spain,43,3,172196.23,1,1,0
France,28,5,97612.12,1,1,0
France,20,4,104719.94,2,0,0
France,38,7,0.0,1,0,0
Germany,37,9,139592.98,3,0,1
Spain,29,4,0.0,2,0,0
France,22,7,139096.85,1,0,0
Spain,72,7,140301.72,1,1,0
Spain,43,3,0.0,1,0,0
France,66,7,0.0,2,1,0
Spain,39,1,111233.09,1,1,0
France,23,3,0.0,2,0,0
France,29,10,147737.63,1,1,0
France,35,8,0.0,2,1,0
Germany,40,5,125725.02,2,1,0
France,38,6,128289.7,3,0,1
France,46,5,0.0,1,0,1
Germany,49,4,88826.07,1,1,1
France,41,1,143443.61,1,0,1
France,68,9,0.0,4,1,1
France,29,2,0.0,2,0,0
Spain,26,8,149134.46,1,1,0
France,30,3,124119.54,1,0,0
Germany,44,3,116822.7,1,0,0
France,24,1,103219.47,1,0,0
France,41,1,0.0,2,0,0
Germany,40,0,81954.6,1,1,1
Germany,37,10,95196.26,1,0,1
Spain,43,5,0.0,2,1,0
France,38,7,0.0,2,1,0
France,32,2,136555.01,2,1,0
France,59,5,0.0,1,1,0
France,39,3,119452.03,1,1,0
France,44,9,0.0,1,1,1
Germany,24,9,69881.09,2,1,0
France,39,5,0.0,2,1,0
France,44,7,0.0,2,1,0
Spain,27,9,0.0,2,0,0
Spain,20,8,204223.03,1,0,0
France,63,1,110314.21,2,0,1
Spain,48,1,163760.82,1,0,1
Germany,31,1,141069.18,3,1,0
France,38,1,115934.74,1,1,0
France,52,2,151457.88,1,1,0
Germany,35,3,154206.07,2,1,0
France,26,9,89928.99,1,0,0
France,30,8,89182.09,1,1,0
Germany,41,1,79706.25,2,0,0
Spain,44,5,0.0,3,0,1
France,27,5,0.0,2,0,0
France,31,7,117799.28,1,1,0
France,26,4,0.0,2,0,0
France,28,1,0.0,2,0,0
Germany,34,6,146422.22,1,0,1
Germany,33,9,150186.22,2,1,0
Germany,40,6,100275.88,1,0,1
France,47,6,0.0,1,0,1
France,32,9,147493.89,1,0,0
France,43,8,0.0,2,0,0
France,42,8,0.0,2,1,0
France,29,4,121823.4,2,1,0
Spain,40,1,0.0,2,1,0
Germany,31,0,113688.63,1,0,1
Spain,40,7,100471.34,1,1,0
Germany,28,3,100032.52,1,0,1
Spain,31,3,0.0,2,0,0
France,32,8,116358.0,1,0,0
Germany,23,4,163549.63,1,1,0
Germany,51,3,99183.9,1,1,0
Spain,53,1,131955.07,1,1,1
Spain,41,1,134177.06,1,0,0
Spain,38,1,0.0,2,0,0
France,30,2,0.0,2,1,0
Spain,19,5,0.0,1,1,0
Germany,56,9,94348.94,1,0,1
France,32,2,155584.21,1,1,0
France,28,6,0.0,2,0,0
Spain,41,10,0.0,2,1,0
Germany,32,9,170661.47,1,1,0
Germany,29,6,185544.36,1,0,0
Spain,44,6,52831.13,1,1,1
Germany,51,8,97750.07,3,1,1
France,36,6,114007.5,2,0,0
France,71,1,104308.77,1,1,0
France,33,6,84719.13,2,1,0
France,39,2,0.0,2,0,0
France,39,9,140236.98,1,1,0
Spain,25,9,0.0,2,1,0
Spain,42,6,75302.85,2,0,0
France,27,1,0.0,2,0,0
France,51,9,104760.82,1,1,1
France,49,7,0.0,1,0,1
Spain,31,1,113693.0,1,0,0
Spain,36,5,174180.39,1,0,0
Germany,42,9,115766.26,1,0,1
France,40,0,0.0,2,0,0
Spain,48,8,0.0,2,0,0
France,72,5,121215.9,2,1,0
Germany,45,10,144677.19,3,0,1
France,36,5,115350.63,1,1,0
Spain,40,5,105683.63,1,0,0
France,37,1,135179.49,1,0,0
Spain,31,0,117551.23,1,0,0
Germany,25,1,157404.02,2,0,0
Spain,36,3,77910.23,1,0,0
France,25,0,110942.9,1,0,0
France,40,7,0.0,2,1,0
France,32,5,179305.09,1,1,0
Germany,31,5,150593.59,2,1,0
France,43,0,123815.86,1,1,1
Spain,59,6,0.0,2,1,1
Germany,25,8,69385.17,2,0,0
Germany,27,2,138032.15,1,0,0
France,41,3,0.0,2,1,0
France,29,9,0.0,1,1,0
Germany,46,2,143500.82,1,0,1
Spain,29,3,119670.18,1,0,0
Spain,33,1,99106.73,1,0,0
Germany,24,2,120135.55,2,1,0
France,39,8,0.0,1,0,0
France,55,4,120905.03,1,1,1
Spain,57,5,0.0,3,0,1
Germany,34,9,102277.52,1,0,1
Germany,55,4,125292.53,1,1,1
Spain,42,0,0.0,1,0,0
France,51,4,101629.3,1,0,0
Germany,47,1,171937.27,1,1,0
France,47,7,0.0,2,0,0
France,25,5,0.0,2,0,0
France,34,6,0.0,2,0,0
France,31,1,129743.75,1,0,0
Spain,32,1,0.0,1,1,1
Germany,41,3,151191.31,1,0,1
Germany,32,3,102630.13,2,1,0
France,57,9,114023.64,2,1,1
Germany,41,2,124227.14,1,1,0
France,23,1,0.0,2,1,0
Spain,35,6,80285.16,1,0,1
France,31,4,175477.15,1,1,0
France,29,1,132144.35,1,0,0
Germany,47,2,136911.07,1,1,1
Germany,31,5,133299.67,2,1,0
France,39,7,0.0,2,0,0
Germany,42,1,117691.0,1,1,1
France,35,10,0.0,2,0,0
France,46,9,0.0,2,0,0
Germany,37,1,133199.71,2,1,0
Spain,51,5,135506.58,3,1,1
Germany,33,2,127154.14,2,1,0
Spain,39,2,0.0,2,1,0
Germany,42,5,49508.79,3,1,0
France,41,5,0.0,1,1,0
France,62,3,75051.49,1,0,1
Spain,52,8,123925.23,1,0,1
France,41,6,0.0,2,1,1
France,33,3,153819.58,1,0,1
Spain,39,5,0.0,2,1,0
Spain,30,6,0.0,2,1,0
Spain,23,10,70417.79,1,1,0
Spain,38,7,111484.88,1,1,0
Spain,38,1,146343.98,1,1,0
France,72,1,160541.0,2,1,0
Germany,27,2,130274.26,2,0,0
France,21,7,98993.02,1,1,0
Spain,36,0,0.0,2,0,0
Germany,32,9,141827.33,2,1,0
France,40,6,110054.45,1,1,0
France,28,4,0.0,2,1,0
Spain,28,1,0.0,1,0,0
Germany,36,6,98088.09,1,1,1
France,48,9,118317.27,4,0,1
Spain,22,10,0.0,2,0,0
Germany,54,1,99774.5,1,0,1
France,32,4,0.0,2,0,0
France,38,1,0.0,3,0,1
Spain,27,8,133806.54,2,0,0
Spain,44,2,0.0,2,0,1
France,32,8,124993.29,2,1,0
Spain,44,0,157622.58,1,1,0
Germany,48,5,126111.61,1,1,0
France,42,9,161651.37,2,1,0
France,40,7,142856.95,2,0,0
Germany,44,3,111100.98,1,1,1
Spain,35,8,102918.38,1,1,0
France,30,5,0.0,2,0,0
France,47,10,0.0,2,0,0
France,37,4,0.0,2,0,0
Spain,22,7,125265.61,1,1,0
France,37,4,82500.28,1,1,0
Germany,64,2,175754.87,2,1,0
France,47,6,109387.33,1,0,0
France,37,1,100443.36,2,1,0
Spain,54,0,83102.72,2,1,0
Spain,28,7,0.0,1,1,0
France,28,4,0.0,2,0,0
France,40,7,0.0,2,0,0
France,48,2,115290.27,1,0,1
France,42,6,0.0,2,0,0
France,40,1,140197.71,2,0,0
France,28,1,105245.34,1,1,0
France,50,8,0.0,2,1,0
France,32,1,0.0,2,1,0
Germany,35,3,142296.13,1,1,0
Spain,56,4,99097.33,1,1,1
France,28,5,171069.39,2,1,0
France,39,7,0.0,2,0,0
France,31,1,102523.88,1,1,0
France,35,6,0.0,2,1,0
Germany,44,9,143391.07,1,0,1
Germany,44,8,106022.73,2,0,0
Spain,36,1,0.0,1,0,0
Germany,36,3,128960.21,2,1,0
France,35,2,0.0,2,0,0
France,48,7,0.0,2,0,0
France,24,7,0.0,2,0,0
France,25,8,126442.59,1,0,0
Spain,51,0,0.0,1,1,0
France,37,2,127261.35,1,0,0
Spain,32,5,0.0,2,0,0
France,33,4,0.0,1,0,0
France,34,2,0.0,2,0,0
Germany,30,6,73481.05,1,1,0
France,34,7,160515.37,1,0,0
Germany,61,4,149525.34,2,0,0
Germany,43,2,166522.78,1,0,1
France,29,1,135536.5,1,0,0
Germany,43,10,120481.69,1,0,1
Spain,28,1,103421.32,1,1,0
France,33,5,135658.73,2,1,0
France,36,2,0.0,2,1,0
France,28,8,191402.82,2,0,0
Germany,50,9,94504.35,1,1,0
Germany,44,5,126147.84,1,1,1
France,46,7,0.0,1,1,0
France,33,6,0.0,2,0,0
France,43,4,87624.03,2,0,0
France,45,1,153697.53,2,0,1
France,25,4,0.0,2,0,0
France,39,5,0.0,1,0,0
Germany,45,9,116585.97,1,0,1
Germany,34,9,134464.58,2,0,0
Germany,62,10,83008.31,1,1,0
Spain,35,2,113635.16,1,0,0
Spain,36,7,0.0,2,0,0
Germany,41,5,122552.48,2,1,0
Spain,31,2,118899.45,2,0,0
France,29,5,99713.87,1,0,0
France,36,6,0.0,1,0,0
France,36,2,134208.22,1,1,0
Germany,41,1,85906.65,3,0,0
Germany,32,3,137714.25,1,1,0
Spain,33,1,160777.9,1,1,0
France,45,5,0.0,2,1,0
France,21,4,0.0,2,0,0
France,25,1,102585.88,2,1,0
Germany,39,10,102556.18,2,0,1
Germany,42,4,126772.57,1,1,0
Germany,38,3,158373.23,1,1,0
France,34,9,0.0,2,0,0
Germany,42,5,141927.1,1,1,0
Spain,47,1,109876.82,2,0,1
France,34,2,0.0,2,1,0
Germany,44,9,111369.79,2,1,0
Spain,35,3,116969.35,1,0,0
Germany,34,8,136729.51,2,0,0
Germany,44,1,152086.15,1,1,1
Spain,46,2,0.0,2,0,0
Spain,28,1,127289.28,1,0,0
Germany,45,2,119852.01,1,0,1
Spain,38,4,0.0,2,1,0
Spain,41,5,0.0,2,1,0
France,35,9,0.0,1,1,0
France,35,7,117183.74,1,1,0
France,33,8,129907.63,1,1,0
Spain,78,2,0.0,2,1,0
Germany,36,6,145387.32,2,1,1
France,35,7,124616.23,1,1,0
France,31,9,0.0,2,0,0
Spain,48,8,95808.19,1,0,1
France,35,10,0.0,2,0,0
France,42,1,0.0,2,1,0
Spain,36,8,117152.3,1,0,0
France,35,3,106250.72,1,0,0
Germany,27,8,111837.78,2,1,0
France,47,9,97023.21,1,1,0
France,31,8,137687.72,1,0,0
Spain,40,3,113348.5,1,1,0
Spain,24,10,122109.78,1,1,0
France,32,2,120452.4,2,0,0
France,53,7,0.0,2,1,0
Spain,34,0,65812.35,2,1,0
Spain,40,3,54428.37,1,0,1
France,75,3,0.0,2,1,0
France,33,9,0.0,2,0,0
Germany,48,1,143279.58,2,0,1
Germany,32,0,103846.65,1,0,0
France,37,2,125190.86,1,1,0
France,33,8,0.0,2,1,0
France,65,6,38340.02,1,0,1
Germany,28,2,123802.98,2,1,0
France,37,3,96651.03,1,1,0
France,33,8,0.0,2,0,0
France,39,6,0.0,2,0,0
France,43,1,133237.21,1,0,1
France,61,6,142105.35,1,1,0
France,37,1,166115.42,1,0,0
France,37,6,81070.34,2,0,0
France,35,4,0.0,1,1,0
France,53,0,123835.52,2,1,0
France,51,10,123401.43,2,1,0
Germany,49,4,169377.31,1,1,0
France,38,2,130015.24,1,1,0
France,32,4,0.0,2,1,0
France,34,8,133936.04,2,0,0
France,34,6,114543.27,1,1,0
France,31,3,119794.67,1,0,0
France,33,9,0.0,2,1,0
Spain,44,4,0.0,1,0,0
France,29,8,0.0,2,1,0
Germany,32,8,157138.99,3,0,1
Spain,45,3,0.0,2,1,0
Germany,41,10,136733.24,1,1,0
Germany,28,9,82498.14,2,0,0
Spain,39,3,151914.93,1,0,0
France,43,0,80090.93,1,0,1
Spain,51,3,83739.32,1,1,0
France,35,2,181166.44,1,1,1
France,38,3,130588.82,1,1,0
France,42,6,0.0,2,0,0
Germany,33,6,94126.67,1,0,0
France,32,9,0.0,2,0,0
France,38,7,148045.68,1,0,1
France,38,2,0.0,2,0,0
Spain,33,3,0.0,2,0,0
France,44,6,168165.84,1,1,0
Germany,26,10,72835.56,2,0,0
France,41,3,0.0,2,0,0
Germany,31,3,123212.08,2,1,0
Spain,38,0,0.0,2,1,0
Spain,39,6,0.0,2,1,0
France,40,6,119501.88,2,0,0
Germany,39,5,144550.83,2,1,0
Germany,34,3,126729.41,1,1,1
Germany,36,5,119984.07,1,0,1
France,35,4,0.0,1,0,0
Spain,56,2,0.0,1,1,1
Spain,42,9,121490.05,1,1,0
Spain,46,5,91897.8,1,0,0
Spain,39,2,139443.75,2,0,0
Germany,35,5,144961.97,1,1,0
Germany,42,3,126041.02,1,1,0
Germany,28,1,69459.05,2,1,0
France,38,7,198338.77,2,1,0
France,36,0,0.0,2,0,0
Germany,35,2,109196.66,3,0,1
Spain,38,3,134168.5,3,0,1
France,34,6,0.0,1,1,0
France,29,8,0.0,1,0,0
Spain,36,9,0.0,2,1,0
France,40,2,0.0,2,1,0
Germany,65,4,120100.41,1,0,1
France,62,5,0.0,1,1,0
Spain,50,5,0.0,2,0,0
Spain,22,8,0.0,2,0,0
Spain,30,2,0.0,2,0,0
Spain,67,5,0.0,2,1,0
France,38,3,0.0,1,0,0
Spain,31,8,0.0,2,1,0
Spain,31,9,0.0,2,0,0
Germany,38,2,135559.8,2,1,0
Germany,25,2,150355.35,2,1,0
France,37,1,0.0,2,1,0
France,35,6,133489.12,2,1,0
Germany,37,9,105489.31,1,0,1
Germany,25,10,60205.2,2,0,0
France,38,5,0.0,2,0,0
Spain,19,6,0.0,2,0,0
Spain,50,7,0.0,1,0,1
France,40,6,0.0,1,1,0
France,33,4,0.0,1,1,0
Spain,35,9,0.0,3,1,1
France,42,6,112333.63,1,1,0
Germany,57,7,116936.81,1,1,0
Germany,50,5,117721.02,1,1,1
France,37,7,165896.22,2,1,0
Spain,44,9,153656.85,1,0,0
France,50,1,94164.0,1,1,0
Spain,39,1,0.0,2,0,0
France,49,0,191808.73,1,0,0
France,58,5,152199.33,1,1,0
Germany,52,8,125396.24,1,0,1
Germany,41,7,104405.54,3,0,0
France,27,1,133801.49,1,1,0
Spain,40,4,0.0,3,0,0
France,28,5,0.0,2,0,0
Germany,42,6,100047.33,1,0,0
France,31,1,109848.6,1,1,0
France,32,7,127849.38,1,0,0
Spain,46,3,0.0,2,1,0
France,29,8,95947.76,1,0,0
Spain,26,2,0.0,2,1,0
France,43,4,137638.69,1,0,1
France,38,10,0.0,1,1,0
Spain,41,7,0.0,2,1,0
France,31,6,0.0,2,0,0
France,44,4,0.0,2,0,0
France,38,10,89416.99,1,0,0
Spain,42,6,0.0,2,1,0
Spain,45,1,0.0,1,0,0
France,60,7,143262.04,1,1,0
Spain,35,7,119656.45,2,1,0
France,29,4,132954.64,1,1,0
Germany,44,3,105206.7,2,1,0
Spain,28,4,0.0,2,0,0
Spain,37,9,83061.26,2,0,0
France,40,5,147650.68,1,1,0
France,44,5,73348.56,1,0,1
France,28,2,0.0,2,0,0
France,38,2,0.0,2,0,0
Spain,27,1,116320.68,1,1,0
France,33,3,0.0,2,1,0
France,29,8,0.0,2,1,0
France,38,7,0.0,2,0,0
France,61,8,66250.71,1,1,0
Germany,24,2,95675.62,2,0,1
Germany,42,2,92616.64,2,0,0
Spain,41,4,0.0,1,0,0
Spain,36,6,0.0,1,1,1
Spain,37,8,100565.94,1,1,0
Spain,42,5,190305.78,1,0,1
Germany,35,9,118536.4,1,0,1
France,19,5,127649.64,1,1,0
France,35,7,165358.77,1,1,0
Spain,29,6,0.0,2,1,0
Germany,36,10,78249.53,1,0,0
Germany,61,0,125193.96,1,1,0
France,29,9,0.0,2,0,0
Germany,41,2,154007.21,1,0,0
Spain,43,3,133214.88,2,1,0
Spain,63,1,146202.93,1,1,1
France,27,9,0.0,2,0,0
France,30,0,90963.49,1,1,0
Spain,41,9,0.0,1,0,1
France,52,2,0.0,1,0,1
Spain,68,4,114386.85,1,1,0
France,26,5,0.0,2,0,0
France,40,7,0.0,2,1,0
France,38,2,0.0,2,0,0
Spain,71,4,137260.78,1,1,1
France,33,9,111060.05,2,0,0
Spain,60,7,124447.73,1,1,1
France,34,8,0.0,2,1,0
France,42,7,0.0,1,1,1
Germany,33,7,135310.41,2,1,0
France,32,8,0.0,2,0,0
France,73,6,0.0,2,1,0
France,29,5,0.0,2,0,0
Spain,34,5,139393.19,2,0,0
Spain,28,8,0.0,2,0,0
France,26,3,104258.8,1,1,0
France,26,6,0.0,2,1,0
Germany,32,9,113447.01,1,0,0
France,33,9,0.0,2,0,0
Germany,33,4,111063.73,2,0,0
Germany,30,6,161378.02,1,0,1
Spain,39,2,82766.43,1,1,0
Spain,29,9,0.0,2,0,0
France,61,1,104267.7,1,0,1
France,25,3,91718.8,1,0,0
Spain,47,3,63488.7,1,1,1
Spain,46,6,12459.19,1,0,1
Germany,37,6,159863.9,2,1,0
Germany,23,6,104592.55,2,0,0
Spain,50,4,132088.59,1,1,0
Spain,39,4,0.0,2,0,0
Spain,44,5,120654.68,1,0,0
France,30,6,0.0,2,0,0
France,32,4,83772.95,1,1,0
France,31,6,172325.67,1,1,0
France,46,7,117685.31,2,1,0
France,41,7,0.0,2,1,0
France,39,5,0.0,2,0,0
Spain,64,9,0.0,2,1,0
France,35,6,135871.5,1,1,0
France,41,3,0.0,4,1,1
Germany,49,4,128504.76,1,0,1
France,36,7,0.0,2,0,0
France,42,8,56228.25,1,0,0
Germany,45,6,98792.4,1,0,1
Germany,40,5,181768.32,2,1,0
Spain,48,9,101198.01,1,1,0
France,25,9,0.0,2,1,0
France,60,3,0.0,2,1,0
France,39,9,0.0,1,0,0
France,34,5,139064.06,2,0,0
France,35,2,104508.1,1,1,0
Germany,35,9,113948.58,1,0,1
France,47,10,0.0,2,1,0
France,39,10,0.0,2,1,0
France,31,9,0.0,2,1,0
Germany,37,1,117524.72,2,1,0
France,37,5,160389.82,1,1,0
France,37,7,0.0,2,0,0
France,27,1,125547.53,1,0,0
Spain,46,6,92783.68,1,1,0
Germany,49,5,97036.22,2,0,1
France,34,3,0.0,2,0,0
France,26,6,0.0,2,1,0
Spain,40,5,102145.13,1,1,0
France,33,1,113452.66,1,0,0
Spain,46,8,155681.72,1,0,0
Germany,38,8,127475.24,1,0,1
France,41,10,0.0,2,1,0
France,43,10,112751.13,1,1,0
France,29,4,0.0,2,1,0
France,45,7,144889.18,1,1,1
Spain,40,8,0.0,2,1,0
France,22,7,150126.44,1,0,1
France,54,8,69712.74,1,1,0
Spain,44,4,0.0,2,1,0
France,31,3,0.0,2,0,0
Germany,35,2,117438.92,2,1,0
France,38,8,119315.75,1,0,0
France,30,1,89571.59,1,1,0
Germany,34,8,102251.57,1,0,0
France,42,9,118546.71,1,1,0
France,61,2,0.0,1,1,1
Spain,38,0,103257.14,1,0,0
Spain,43,1,124209.02,1,1,0
Spain,32,3,0.0,2,1,0
Spain,41,7,150302.84,1,1,0
Spain,34,8,108653.93,1,1,0
France,45,8,85325.93,1,0,0
France,29,8,0.0,2,0,0
Germany,37,9,135776.36,3,0,1
France,40,6,131411.24,1,1,0
Spain,36,3,0.0,2,1,0
Spain,41,6,0.0,2,0,0
Germany,45,9,106431.97,2,1,0
France,50,9,90305.76,1,1,0
Germany,28,7,117466.03,2,1,0
France,32,3,148884.47,2,1,0
Germany,44,4,91115.76,2,0,1
Germany,37,8,77373.87,2,1,0
Spain,23,7,104744.89,1,0,0
France,31,3,0.0,2,1,0
Germany,39,5,91538.51,1,1,0
France,32,6,0.0,2,1,0
France,34,0,185734.75,1,1,0
France,30,3,143396.54,2,1,0
France,40,5,125909.85,1,1,0
France,45,2,0.0,2,0,0
France,36,2,154525.7,1,1,0
France,29,0,0.0,1,0,0
France,51,8,100654.8,1,0,0
Spain,44,1,83325.77,1,1,0
France,35,8,110934.54,1,0,0
Spain,36,8,113680.54,1,0,0
Germany,31,1,117020.08,2,0,0
France,49,9,145359.99,1,0,0
Germany,39,8,151391.68,1,0,1
Spain,66,8,123935.35,1,1,0
France,36,0,0.0,2,0,0
Spain,40,2,70291.02,1,1,1
Germany,42,10,166031.45,1,0,0
Germany,36,6,96643.32,1,0,0
Spain,33,8,0.0,2,1,0
France,71,7,0.0,2,1,0
France,29,2,0.0,2,1,0
France,48,4,0.0,2,1,0
France,40,5,0.0,2,0,0
Germany,26,4,97268.1,2,0,0
France,42,10,0.0,2,0,1
Germany,55,1,76296.81,1,0,1
Spain,27,7,0.0,2,0,0
Germany,42,6,64497.94,3,1,1
France,38,5,0.0,1,0,0
Spain,32,8,0.0,2,0,0
France,57,5,0.0,2,1,0
France,39,8,0.0,2,0,0
Spain,45,4,0.0,2,1,0
France,37,10,0.0,2,0,0
Spain,54,0,134249.7,1,1,0
France,45,3,0.0,1,1,1
France,30,9,105443.68,1,1,0
Spain,50,1,0.0,1,1,1
France,35,10,0.0,2,0,0
Spain,38,2,0.0,2,0,0
Germany,35,5,86147.46,2,0,1
Spain,38,1,96939.06,1,1,0
Spain,47,1,106758.6,1,1,0
France,33,9,112528.65,2,0,0
France,60,2,116563.58,1,0,1
France,32,4,0.0,1,1,0
Spain,42,7,0.0,2,0,0
Spain,38,6,141786.78,1,1,0
France,41,3,136416.82,1,1,0
France,30,5,0.0,2,0,0
Germany,40,1,133245.52,2,1,0
Germany,41,4,90757.64,2,1,0
France,43,1,92350.36,1,1,0
Germany,69,9,78778.49,1,1,0
Germany,34,6,102143.93,2,1,0
France,29,5,0.0,1,1,0
Germany,37,4,98459.6,1,0,0
Germany,47,7,114603.76,2,0,1
Spain,35,2,0.0,2,0,0
Germany,51,7,148074.79,1,0,1
Spain,36,1,0.0,3,1,1
Spain,62,8,108004.64,1,1,1
Germany,29,0,107712.57,2,1,0
Spain,35,9,0.0,2,1,0
Spain,37,8,0.0,3,0,0
France,32,9,145303.52,1,0,0
Germany,37,4,138476.41,2,1,0
France,27,8,127471.56,1,1,1
France,26,6,156551.63,1,1,0
Germany,49,9,97092.87,1,0,1
France,32,2,0.0,2,0,1
Spain,37,5,129312.79,1,1,0
Germany,29,10,100315.1,2,1,0
France,35,6,81684.97,1,0,0
Spain,51,3,88827.53,1,0,1
Germany,40,0,152092.44,2,1,0
Spain,71,4,0.0,2,1,0
France,49,1,0.0,1,0,1
Spain,38,9,102406.76,1,1,0
France,21,4,109130.96,2,1,0
France,29,5,0.0,2,1,0
Germany,33,9,75242.28,1,1,0
Spain,29,1,0.0,2,0,0
France,45,4,0.0,1,0,1
Germany,33,0,129142.54,2,1,0
France,51,2,0.0,1,0,0
Germany,22,6,139129.92,1,1,0
Spain,33,3,0.0,2,1,0
Spain,22,3,66483.32,1,1,0
Germany,40,5,62389.03,3,0,1
France,34,5,0.0,2,1,0
France,46,1,91857.66,1,0,1
Spain,31,6,0.0,2,0,0
France,56,7,0.0,1,0,1
France,30,10,176173.52,1,0,1
Spain,38,7,0.0,1,1,0
France,37,4,131834.76,2,0,0
France,48,3,92347.96,1,1,0
France,40,4,0.0,2,1,0
France,40,3,95297.11,1,0,0
France,32,9,0.0,2,0,0
France,39,4,0.0,1,0,0
France,53,8,123845.36,2,1,1
Germany,62,3,143426.34,2,1,0
France,46,5,0.0,1,1,0
Germany,31,2,112708.2,1,1,0
France,43,2,100013.51,1,0,0
France,33,2,208165.53,1,0,1
Spain,21,7,0.0,2,1,0
France,40,9,0.0,1,0,1
France,19,2,0.0,2,1,0
France,33,6,121685.31,2,1,0
France,39,2,111525.02,1,0,0
France,26,6,0.0,2,0,0
Germany,36,10,113546.3,1,1,0
France,41,6,95696.52,2,1,0
France,28,0,88963.31,2,1,0
Spain,31,0,144880.34,2,1,0
France,55,9,136576.02,1,1,1
France,38,2,63093.01,1,1,0
Germany,38,10,132271.12,2,1,0
France,29,3,88814.4,2,1,0
Germany,40,5,90594.55,1,1,0
Germany,33,0,141816.25,1,0,1
France,54,3,138547.97,1,1,1
France,31,2,52192.08,2,1,0
France,38,4,124976.19,1,0,0
France,34,1,0.0,2,0,0
Germany,35,3,104356.38,1,0,0
Spain,48,10,150315.92,1,1,0
France,39,1,129299.28,2,0,0
Germany,37,7,140950.92,2,0,0
Spain,30,1,128065.12,1,0,0
France,23,2,107433.48,1,0,0
France,34,2,117468.67,1,0,0
France,27,2,0.0,2,0,0
France,27,4,0.0,3,0,0
France,42,1,0.0,1,0,0
France,40,9,0.0,2,0,0
France,29,4,153040.03,1,1,1
Germany,45,6,142084.04,4,0,1
France,30,5,0.0,2,0,0
France,32,4,112079.58,1,0,0
Spain,66,7,132044.6,2,1,0
Spain,46,9,66582.81,1,0,1
France,33,6,0.0,2,1,0
France,39,6,0.0,1,1,0
France,33,4,0.0,2,1,0
France,38,6,102895.1,1,0,0
Spain,42,2,0.0,1,1,0
Germany,27,7,117578.35,2,1,0
France,47,10,198546.1,2,0,1
Spain,39,2,0.0,2,0,0
France,31,1,0.0,1,0,0
Germany,28,2,116623.31,1,1,0
Spain,49,8,0.0,2,0,0
France,36,6,0.0,2,1,0
Spain,54,10,0.0,1,1,0
France,44,3,105770.7,3,0,1
France,48,9,0.0,1,0,1
France,39,1,94435.45,2,1,0
Germany,39,8,112889.91,1,1,0
France,53,7,0.0,2,0,1
Germany,43,3,127940.47,1,0,1
Germany,36,8,129745.1,1,1,0
France,32,3,0.0,2,1,0
France,30,5,0.0,2,1,0
Germany,46,7,141535.52,1,0,1
France,47,2,139914.27,1,1,0
France,41,4,120243.49,1,0,1
France,34,9,91835.16,1,0,0
Spain,37,2,0.0,2,0,0
Spain,22,9,67178.19,1,1,1
Spain,31,8,0.0,2,0,0
Spain,38,7,115378.94,1,1,0
Germany,30,4,127786.28,2,1,0
France,41,6,0.0,2,1,1
France,33,0,64900.32,2,0,0
Germany,53,0,109172.88,1,0,1
France,55,7,0.0,2,1,0
Germany,43,4,114091.38,1,1,0
France,40,3,0.0,2,1,0
